iter	Accuracy	Logloss
163	0.8797886394	0.3127108433
164	0.8784676354	0.3120735504
165	0.8784676354	0.3118533
166	0.8784676354	0.3109811495
167	0.8784676354	0.3103881188
168	0.8824306473	0.307776171
169	0.8824306473	0.3074737936
170	0.8824306473	0.3071809822
171	0.8837516513	0.3070266987
172	0.8837516513	0.3067715124
173	0.8824306473	0.3066345391
174	0.8850726552	0.3057266991
175	0.8837516513	0.3053844535
176	0.8850726552	0.3047739736
177	0.8850726552	0.3040062087
178	0.8863936592	0.3028835836
179	0.8877146631	0.30266183
180	0.8877146631	0.302371827
181	0.8877146631	0.3020160472
182	0.8877146631	0.3015498249
183	0.8890356671	0.30142438
184	0.8890356671	0.3013563894
185	0.8890356671	0.3009686904
186	0.8890356671	0.3007597554
187	0.8890356671	0.3005801357
188	0.8890356671	0.3002261025
189	0.8890356671	0.3001870269
190	0.8890356671	0.2996493053
191	0.8877146631	0.2991085809
192	0.8877146631	0.2989119701
193	0.8877146631	0.2989083765
194	0.8890356671	0.2985368803
195	0.8890356671	0.2983326485
196	0.8877146631	0.2977281894
197	0.8877146631	0.2969431745
198	0.8890356671	0.2965377419
199	0.8903566711	0.2960548444
200	0.8903566711	0.2959867479
201	0.891677675	0.2947741671
202	0.891677675	0.2944186987
203	0.8956406869	0.2938756047
204	0.8956406869	0.2935672765
205	0.8969616909	0.2926844006
206	0.8969616909	0.2926803362
207	0.8969616909	0.2922515086
208	0.8982826948	0.2914196533
209	0.8982826948	0.2910598971
210	0.8969616909	0.2906928495
211	0.8982826948	0.2898621165
212	0.8982826948	0.2896449954
213	0.8982826948	0.2895264997
214	0.9009247028	0.28779992
215	0.9009247028	0.2865611204
216	0.9022457067	0.2864051664
217	0.9022457067	0.2853224264
218	0.9009247028	0.2852327431
219	0.9009247028	0.2852292517
220	0.9009247028	0.2849864688
221	0.9022457067	0.2848633715
222	0.9022457067	0.2844589674
223	0.9022457067	0.2838336635
224	0.9022457067	0.283312051
225	0.9048877147	0.2819017851
226	0.9048877147	0.281780315
227	0.9035667107	0.2811428173
228	0.9035667107	0.281043007
229	0.9035667107	0.2808349439
230	0.9035667107	0.2807465838
231	0.9048877147	0.280121119
232	0.9048877147	0.280053588
233	0.9048877147	0.2795588632
234	0.9048877147	0.2794982075
235	0.9048877147	0.279213738
236	0.9048877147	0.2787359808
237	0.9048877147	0.2786099495
238	0.9062087186	0.2782839303
239	0.9062087186	0.2782342951
240	0.9062087186	0.2772137875
241	0.9062087186	0.2770386655
242	0.9062087186	0.2769523609
243	0.9062087186	0.2768843723
244	0.9062087186	0.2767789953
245	0.9062087186	0.2756826165
246	0.9062087186	0.2753539101
247	0.9062087186	0.2749098013
248	0.9062087186	0.2747735669
249	0.9075297226	0.2746400722
250	0.9075297226	0.2733816986
251	0.9101717305	0.272881066
252	0.9101717305	0.2726993694
253	0.9101717305	0.2724568088
254	0.9101717305	0.2717939794
255	0.9114927345	0.2716626038
256	0.9101717305	0.2713483149
257	0.9114927345	0.2710799177
258	0.9088507266	0.2707986516
259	0.9114927345	0.2703404637
260	0.9114927345	0.2700999618
261	0.9114927345	0.2698399044
262	0.9114927345	0.269672361
263	0.9114927345	0.2692991454
264	0.9114927345	0.2690300657
265	0.9114927345	0.2689961484
266	0.9101717305	0.2686852719
267	0.9101717305	0.2683224604
268	0.9101717305	0.2681763432
269	0.9101717305	0.2679970855
270	0.9114927345	0.2675150489
271	0.9101717305	0.2670639646
272	0.9101717305	0.2667848107
273	0.9114927345	0.2663262806
274	0.9114927345	0.2658245025
275	0.9114927345	0.2656243096
276	0.9114927345	0.2655684251
277	0.9128137384	0.264909003
278	0.9128137384	0.2632819413
279	0.9128137384	0.2630112719
280	0.9128137384	0.2629376123
281	0.9128137384	0.2627455698
282	0.9141347424	0.2625799048
283	0.9141347424	0.2625072991
284	0.9154557464	0.2613433236
285	0.9154557464	0.2609668323
286	0.9154557464	0.2608539827
287	0.9154557464	0.2608480429
288	0.9141347424	0.2606092293
289	0.9154557464	0.2594214902
290	0.9154557464	0.2590535397
291	0.9154557464	0.2588457217
292	0.9154557464	0.2580349148
293	0.9154557464	0.257897943
294	0.9207397622	0.2574587987
295	0.9220607662	0.2567016744
296	0.9220607662	0.2557413649
297	0.9220607662	0.2555493371
298	0.9220607662	0.2555189266
299	0.9220607662	0.2554173575
300	0.9220607662	0.2550952836
301	0.9220607662	0.2545916357
302	0.9220607662	0.2544834763
303	0.9233817701	0.2535649341
304	0.9247027741	0.2532745042
305	0.9247027741	0.2531085517
306	0.9247027741	0.2529929589
307	0.9247027741	0.2528774925
308	0.9247027741	0.2527007402
309	0.9247027741	0.2525782876
310	0.9247027741	0.2521950398
311	0.9247027741	0.2519229946
312	0.9260237781	0.2510216973
313	0.9260237781	0.2508862425
314	0.9260237781	0.2502513271
315	0.9260237781	0.2501088099
316	0.9260237781	0.2499231532
317	0.9247027741	0.2495391803
318	0.9247027741	0.2494143809
319	0.9260237781	0.2493282038
320	0.9260237781	0.2485504833
321	0.9260237781	0.2485111951
322	0.9247027741	0.2483812865
323	0.9233817701	0.2480425601
324	0.9233817701	0.2479925108
325	0.9233817701	0.2479920027
326	0.9260237781	0.247505289
327	0.9260237781	0.247429801
328	0.9260237781	0.2472621284
329	0.927344782	0.2469385413
330	0.928665786	0.2457008146
331	0.928665786	0.245661141
332	0.928665786	0.2455527264
333	0.928665786	0.2455388632
334	0.928665786	0.2450854943
335	0.928665786	0.2447943757
336	0.927344782	0.2444851638
337	0.927344782	0.2444073314
338	0.927344782	0.2443486132
339	0.927344782	0.2442515781
340	0.927344782	0.2441814506
341	0.927344782	0.2439908453
342	0.928665786	0.2439205814
343	0.928665786	0.2438050899
344	0.928665786	0.2437072984
345	0.927344782	0.2432076399
346	0.928665786	0.2426636503
347	0.92998679	0.2422186363
348	0.92998679	0.242059586
349	0.92998679	0.2420265689
350	0.92998679	0.2416967073
351	0.9313077939	0.2412700692
352	0.9313077939	0.2407805697
353	0.9313077939	0.2407587324
354	0.9313077939	0.2404934832
355	0.9313077939	0.2403830985
356	0.9313077939	0.2403553917
357	0.928665786	0.2397028824
358	0.927344782	0.2394746096
359	0.927344782	0.2393022233
360	0.927344782	0.2391501154
361	0.927344782	0.2388534794
362	0.927344782	0.2381463734
363	0.927344782	0.238101429
364	0.927344782	0.2380862292
365	0.927344782	0.2380392802
366	0.927344782	0.2373214788
367	0.927344782	0.2372382459
368	0.927344782	0.2371772294
369	0.927344782	0.2371124341
370	0.92998679	0.2369478975
371	0.927344782	0.2367453905
372	0.9313077939	0.2363856299
373	0.9313077939	0.2363739403
374	0.9313077939	0.2363166272
375	0.9326287979	0.2362456678
376	0.92998679	0.2358234859
377	0.92998679	0.2357453553
378	0.92998679	0.2356337592
379	0.92998679	0.2351484085
380	0.928665786	0.2351208824
381	0.928665786	0.2349863819
382	0.92998679	0.2349085699
383	0.928665786	0.2348238474
384	0.9313077939	0.2344977696
385	0.9313077939	0.2344304469
386	0.92998679	0.2342068845
387	0.92998679	0.2341746995
388	0.92998679	0.2340206002
389	0.92998679	0.2338836495
390	0.92998679	0.2338567621
391	0.92998679	0.2338284282
392	0.92998679	0.233818087
393	0.92998679	0.2337574752
394	0.92998679	0.2334644466
395	0.92998679	0.2333130647
396	0.92998679	0.2332415465
397	0.92998679	0.2328016241
398	0.92998679	0.2326614185
399	0.92998679	0.2326079375
400	0.92998679	0.232530149
401	0.92998679	0.2324051475
402	0.92998679	0.2323522967
403	0.9313077939	0.2321521915
404	0.9313077939	0.2321162242
405	0.92998679	0.2318882594
406	0.92998679	0.231793303
407	0.9313077939	0.2316778244
408	0.9313077939	0.2316641048
409	0.92998679	0.2310910125
410	0.92998679	0.2304359666
411	0.92998679	0.2300779177
412	0.92998679	0.2300008983
413	0.92998679	0.2299384511
414	0.92998679	0.2296665192
415	0.92998679	0.2296265439
416	0.92998679	0.2295745629
417	0.92998679	0.2293863763
418	0.92998679	0.2290726242
419	0.92998679	0.2290083596
420	0.92998679	0.2289251289
421	0.92998679	0.2287765305
422	0.92998679	0.2287534094
423	0.92998679	0.2284550303
424	0.92998679	0.2280618906
425	0.92998679	0.2279653318
426	0.92998679	0.2276190444
427	0.92998679	0.2272976964
428	0.92998679	0.2272733417
429	0.92998679	0.2272208913
430	0.92998679	0.2272129837
431	0.92998679	0.2270833848
432	0.92998679	0.2267634764
433	0.92998679	0.2265170819
434	0.92998679	0.2264405893
435	0.9313077939	0.2259884774
436	0.9313077939	0.2253495301
437	0.9313077939	0.2253308225
438	0.9313077939	0.2251956657
439	0.9313077939	0.2251700588
440	0.9326287979	0.2248228746
441	0.9326287979	0.2248025822
442	0.9326287979	0.2247956413
443	0.9326287979	0.2246872628
444	0.9326287979	0.2245263318
445	0.9326287979	0.2243776846
446	0.9326287979	0.2243343747
447	0.9326287979	0.2243199821
448	0.9326287979	0.2242684524
449	0.9326287979	0.2239043058
450	0.9326287979	0.2237555319
451	0.9326287979	0.2237256139
452	0.9326287979	0.2236051069
453	0.9326287979	0.223559631
454	0.9313077939	0.2228137284
455	0.9313077939	0.2227005592
456	0.9313077939	0.2226725406
457	0.9313077939	0.2226601764
458	0.9313077939	0.222554468
459	0.9313077939	0.2224854959
460	0.9313077939	0.2223599103
461	0.9313077939	0.222166932
462	0.9313077939	0.2221534852
463	0.9313077939	0.222093275
464	0.9313077939	0.2217913608
465	0.9313077939	0.2217749124
466	0.9313077939	0.22171928
467	0.9313077939	0.2217129076
468	0.9313077939	0.2217025509
469	0.9313077939	0.2216198389
470	0.9313077939	0.221374621
471	0.92998679	0.2206530889
472	0.92998679	0.2204938134
473	0.9313077939	0.2203444946
474	0.9313077939	0.2201140988
475	0.9313077939	0.2201128063
476	0.9313077939	0.2200761564
477	0.9313077939	0.2199879432
478	0.9313077939	0.2198408208
479	0.9313077939	0.2198249559
480	0.9313077939	0.219795544
481	0.9313077939	0.2197332147
482	0.9313077939	0.2196873615
483	0.9313077939	0.2190547796
484	0.9313077939	0.2188112023
485	0.9313077939	0.2184933036
486	0.9313077939	0.2183553729
487	0.9326287979	0.2182518228
488	0.9326287979	0.2181647683
489	0.9326287979	0.2181051664
490	0.9326287979	0.2180854709
491	0.9313077939	0.2178974845
492	0.9339498018	0.2174878047
493	0.9326287979	0.217392451
494	0.9326287979	0.2173824455
495	0.9326287979	0.2173402826
496	0.9326287979	0.2173366887
497	0.9326287979	0.2172549693
498	0.9326287979	0.2172462443
499	0.9326287979	0.2172215116
500	0.9326287979	0.2171881703
501	0.9326287979	0.2169948406
502	0.9326287979	0.2169721611
503	0.9326287979	0.2168898237
504	0.9326287979	0.2168787891
505	0.9326287979	0.2167824589
506	0.9326287979	0.2167787357
507	0.9326287979	0.2167686682
508	0.9326287979	0.2165371373
509	0.9326287979	0.2164538374
510	0.9326287979	0.2157173312
511	0.9326287979	0.2157010026
512	0.9339498018	0.215601672
513	0.9326287979	0.2155501819
514	0.9326287979	0.2155415956
515	0.9326287979	0.2151990966
516	0.9339498018	0.2138436513
517	0.9339498018	0.2138060989
518	0.9339498018	0.213740188
519	0.9339498018	0.2135228745
520	0.9339498018	0.2134799793
521	0.9339498018	0.2134344075
522	0.9339498018	0.2133286902
523	0.9339498018	0.2131695417
524	0.9339498018	0.213045509
525	0.9339498018	0.2129323757
526	0.9339498018	0.2126451159
527	0.9339498018	0.2117884885
528	0.9339498018	0.2117423703
529	0.9339498018	0.2117035781
530	0.9339498018	0.2111188746
531	0.9339498018	0.210878324
532	0.9339498018	0.2108063363
533	0.9339498018	0.2105785173
534	0.9339498018	0.2105718215
535	0.9352708058	0.2102886629
536	0.9352708058	0.2101606954
537	0.9352708058	0.2101478722
538	0.9352708058	0.2101257741
539	0.9352708058	0.2101006269
540	0.9352708058	0.2099508678
541	0.9352708058	0.2099265951
542	0.9352708058	0.2097607653
543	0.9352708058	0.2096729409
544	0.9352708058	0.2092019821
545	0.9352708058	0.2089852335
546	0.9352708058	0.2089820353
547	0.9365918098	0.2077756323
548	0.9365918098	0.2075813346
549	0.9365918098	0.2074903985
550	0.9365918098	0.2074565207
551	0.9365918098	0.2074234214
552	0.9365918098	0.2073888618
553	0.9365918098	0.2073222297
554	0.9365918098	0.2071082858
555	0.9365918098	0.2069556882
556	0.9365918098	0.2065130825
557	0.9365918098	0.2065080562
558	0.9365918098	0.206402853
559	0.9379128137	0.2063530233
560	0.9379128137	0.20634377
561	0.9379128137	0.206274817
562	0.9379128137	0.2058941433
563	0.9379128137	0.2050087149
564	0.9379128137	0.2048188036
565	0.9379128137	0.2048131565
566	0.9379128137	0.2046290759
567	0.9379128137	0.2045874327
568	0.9379128137	0.2045624508
569	0.9379128137	0.2043679068
570	0.9379128137	0.2043592194
571	0.9379128137	0.2041825688
572	0.9392338177	0.2031749606
573	0.9392338177	0.202871383
574	0.9392338177	0.2027790642
575	0.9405548217	0.2024592041
576	0.9392338177	0.2023052202
577	0.9405548217	0.2021117455
578	0.9405548217	0.2021082405
579	0.9405548217	0.2016533062
580	0.9405548217	0.2015320964
581	0.9392338177	0.2013173761
582	0.9392338177	0.2013121082
583	0.9392338177	0.2013053834
584	0.9392338177	0.2012886157
585	0.9392338177	0.2004652657
586	0.9392338177	0.2002701165
587	0.9392338177	0.2001516866
588	0.9392338177	0.2001508595
589	0.9392338177	0.2001143247
590	0.9392338177	0.2001041673
591	0.9405548217	0.1998274713
592	0.9405548217	0.1996398004
593	0.9405548217	0.1993780514
594	0.9405548217	0.199370023
595	0.9392338177	0.1987748159
596	0.9392338177	0.1987517771
597	0.9392338177	0.1987068094
598	0.9392338177	0.1984316584
599	0.9392338177	0.1983984409
600	0.9392338177	0.1982915117
601	0.9392338177	0.1980144611
602	0.9392338177	0.1979899417
603	0.9392338177	0.1979644889
604	0.9418758256	0.1974083797
605	0.9418758256	0.1972802715
606	0.9405548217	0.1972272589
607	0.9405548217	0.1972160401
608	0.9405548217	0.1969314262
609	0.9405548217	0.1968542051
610	0.9405548217	0.1968466467
611	0.9405548217	0.1968220231
612	0.9405548217	0.1968042156
613	0.9418758256	0.1962342112
614	0.9418758256	0.1962218142
615	0.9418758256	0.1959543905
616	0.9418758256	0.1958888636
617	0.9431968296	0.1957363687
618	0.9431968296	0.1957124653
619	0.9431968296	0.1957008209
620	0.9431968296	0.1954627605
621	0.9431968296	0.1953932973
622	0.9431968296	0.1953803752
623	0.9445178336	0.1951426894
624	0.9431968296	0.1949127678
625	0.9431968296	0.1949032357
626	0.9431968296	0.1946580508
627	0.9431968296	0.1946391139
628	0.9418758256	0.1942363982
629	0.9418758256	0.1941469303
630	0.9418758256	0.1940715247
631	0.9431968296	0.1940581304
632	0.9431968296	0.1940429285
633	0.9431968296	0.1939960852
634	0.9431968296	0.1938922649
635	0.9431968296	0.1938330411
636	0.9431968296	0.1934620784
637	0.9431968296	0.1934349045
638	0.9431968296	0.1933620197
639	0.9458388375	0.192934167
640	0.9445178336	0.1927400843
641	0.9445178336	0.1926153796
642	0.9458388375	0.1925077604
643	0.9471598415	0.1923714737
644	0.9471598415	0.1922617139
645	0.9471598415	0.1920526575
646	0.9471598415	0.1920010869
647	0.9471598415	0.1919565318
648	0.9471598415	0.1919146223
649	0.9471598415	0.1917885305
650	0.9471598415	0.1917814874
651	0.9471598415	0.1917747116
652	0.9471598415	0.1917476573
653	0.9471598415	0.1917218328
654	0.9471598415	0.1916613334
655	0.9471598415	0.1916488323
656	0.9471598415	0.1915553872
657	0.9471598415	0.191550732
658	0.9471598415	0.1914129238
659	0.9471598415	0.1912954448
660	0.9471598415	0.1912218971
661	0.9471598415	0.1911974941
662	0.9471598415	0.1910069867
663	0.9471598415	0.1909477439
664	0.9471598415	0.1908592695
665	0.9471598415	0.1904473457
666	0.9471598415	0.1904368939
667	0.9471598415	0.1904260313
668	0.9471598415	0.1903938703
669	0.9471598415	0.1903520032
670	0.9471598415	0.1900760272
671	0.9471598415	0.1898110726
672	0.9471598415	0.1897617136
673	0.9471598415	0.1897577152
674	0.9471598415	0.1897532276
675	0.9471598415	0.18958476
676	0.9471598415	0.1895806788
677	0.9471598415	0.1893672693
678	0.9471598415	0.1889623972
679	0.9471598415	0.1887586828
680	0.9471598415	0.1887558844
681	0.9471598415	0.1887488461
682	0.9471598415	0.1887432568
683	0.9471598415	0.1887178514
684	0.9471598415	0.1887026631
685	0.9471598415	0.1886966692
686	0.9471598415	0.1885097549
687	0.9471598415	0.1883089943
688	0.9471598415	0.1881381109
689	0.9471598415	0.1880765667
690	0.9471598415	0.1880655685
691	0.9471598415	0.1880448684
692	0.9471598415	0.1878991516
693	0.9471598415	0.1876514879
694	0.9471598415	0.1876490888
695	0.9484808454	0.1870212169
696	0.9484808454	0.1869621242
697	0.9484808454	0.1867780728
698	0.9484808454	0.1866346962
699	0.9484808454	0.1865919058
700	0.9484808454	0.1865812788
701	0.9471598415	0.1861514935
702	0.9471598415	0.1859935147
703	0.9471598415	0.1859198369
704	0.9471598415	0.1858731535
705	0.9471598415	0.1857017024
706	0.9471598415	0.1856820771
707	0.9471598415	0.1855770628
708	0.9471598415	0.1854282024
709	0.9471598415	0.1854044
710	0.9471598415	0.1851853677
711	0.9471598415	0.1851573975
712	0.9471598415	0.1849365634
713	0.9471598415	0.1848261612
714	0.9484808454	0.1846453046
715	0.9471598415	0.1841330886
716	0.9471598415	0.1841181122
717	0.9471598415	0.1840271929
718	0.9471598415	0.183736264
719	0.9484808454	0.183720161
720	0.9484808454	0.1835997743
721	0.9484808454	0.1834840314
722	0.9484808454	0.1832162412
723	0.9484808454	0.1829181451
724	0.9484808454	0.1829055569
725	0.9484808454	0.1829001105
726	0.9484808454	0.1828956579
727	0.9484808454	0.182842471
728	0.9484808454	0.1827566613
729	0.9484808454	0.1826957783
730	0.9484808454	0.1826804181
731	0.9484808454	0.1826390696
732	0.9484808454	0.1826291361
733	0.9484808454	0.1825663514
734	0.9484808454	0.1825455186
735	0.9484808454	0.1824763694
736	0.9484808454	0.1824743549
737	0.9484808454	0.1824505776
738	0.9484808454	0.1824105595
739	0.9484808454	0.1823829182
740	0.9484808454	0.1823054226
741	0.9484808454	0.1822735404
742	0.9484808454	0.1822519999
743	0.9484808454	0.1821630141
744	0.9484808454	0.1821534804
745	0.9484808454	0.182103075
746	0.9484808454	0.1819511683
747	0.9484808454	0.1819458323
748	0.9484808454	0.1818646963
749	0.9484808454	0.1815775782
750	0.9484808454	0.1815533442
751	0.9484808454	0.181552343
752	0.9484808454	0.1814673354
753	0.9484808454	0.1812021765
754	0.9484808454	0.1810615551
755	0.9484808454	0.1809924066
756	0.9484808454	0.1807976452
757	0.9484808454	0.1807836154
758	0.9484808454	0.1806573739
759	0.9484808454	0.1806261206
760	0.9484808454	0.1806152944
761	0.9484808454	0.1806086941
762	0.9484808454	0.1804661924
763	0.9484808454	0.1804261989
764	0.9484808454	0.1803894024
765	0.9484808454	0.1803168219
766	0.9484808454	0.1803016449
767	0.9484808454	0.1800527348
768	0.9484808454	0.180046853
769	0.9484808454	0.1797299953
770	0.9484808454	0.1795843094
771	0.9484808454	0.1794639194
772	0.9484808454	0.1794341697
773	0.9484808454	0.1794161828
774	0.9484808454	0.1794060606
775	0.9484808454	0.179362033
776	0.9484808454	0.1791679264
777	0.9484808454	0.1791365163
778	0.9484808454	0.179113716
779	0.9484808454	0.1790705632
780	0.9484808454	0.1790615406
781	0.9484808454	0.1790436642
782	0.9484808454	0.1790122072
783	0.9484808454	0.178930553
784	0.9484808454	0.1789168773
785	0.9484808454	0.1788692134
786	0.9484808454	0.1788643756
787	0.9484808454	0.178846482
788	0.9484808454	0.1787510677
789	0.9484808454	0.1785125361
790	0.9484808454	0.1784921438
791	0.9484808454	0.178488196
792	0.9484808454	0.178482866
793	0.9484808454	0.1784652398
794	0.9484808454	0.1782610243
795	0.9484808454	0.1782560269
796	0.9484808454	0.1782471678
797	0.9484808454	0.1782273488
798	0.9484808454	0.1780861705
799	0.9484808454	0.1780602283
800	0.9484808454	0.1773607324
801	0.9484808454	0.1773364255
802	0.9484808454	0.1773193908
803	0.9484808454	0.1773010938
804	0.9484808454	0.1772864421
805	0.9484808454	0.1772852647
806	0.9484808454	0.1771735295
807	0.9484808454	0.1771379753
808	0.9484808454	0.1770472834
809	0.9484808454	0.1769562627
810	0.9484808454	0.1769540587
811	0.9484808454	0.1769057389
812	0.9484808454	0.1767640221
813	0.9484808454	0.1766575279
814	0.9484808454	0.1762246697
815	0.9484808454	0.1762000751
816	0.9484808454	0.1761966592
817	0.9484808454	0.1760890993
818	0.9484808454	0.1760822569
819	0.9484808454	0.1760763534
820	0.9484808454	0.175980555
821	0.9484808454	0.1759609081
822	0.9484808454	0.1759096844
823	0.9484808454	0.1757968614
824	0.9484808454	0.1756861636
825	0.9484808454	0.1756620007
826	0.9484808454	0.1756592437
827	0.9484808454	0.175598355
828	0.9484808454	0.1755952562
829	0.9484808454	0.1755806145
830	0.9484808454	0.1755635057
831	0.9484808454	0.1754233705
832	0.9484808454	0.175397297
833	0.9471598415	0.1749465125
834	0.9471598415	0.174933632
835	0.9471598415	0.1748578595
836	0.9471598415	0.1748409592
837	0.9471598415	0.1747523622
838	0.9471598415	0.174603144
839	0.9484808454	0.1745624097
840	0.9484808454	0.1745370726
841	0.9471598415	0.1744333234
842	0.9471598415	0.1743662917
843	0.9471598415	0.1736131051
844	0.9471598415	0.1736060831
845	0.9471598415	0.1735939149
846	0.9471598415	0.1734303394
847	0.9471598415	0.1734221672
848	0.9471598415	0.1733924285
849	0.9471598415	0.173368045
850	0.9471598415	0.1733347833
851	0.9471598415	0.1733125339
852	0.9471598415	0.172952306
853	0.9471598415	0.1728970321
854	0.9471598415	0.1728133618
855	0.9471598415	0.1727931982
856	0.9471598415	0.1725314497
857	0.9471598415	0.1725256263
858	0.9471598415	0.1725004646
859	0.9471598415	0.1722858028
860	0.9471598415	0.1722452263
861	0.9471598415	0.1719694561
862	0.9484808454	0.1713951861
863	0.9484808454	0.1712545024
864	0.9484808454	0.171103093
865	0.9484808454	0.1707931645
866	0.9511228534	0.1705993385
867	0.9511228534	0.1705804196
868	0.9498018494	0.1705614834
869	0.9498018494	0.1705514581
870	0.9498018494	0.170135553
871	0.9498018494	0.1701321916
872	0.9498018494	0.1701216278
873	0.9498018494	0.1700679784
874	0.9498018494	0.170043259
875	0.9498018494	0.1699064295
876	0.9498018494	0.1699039167
877	0.9498018494	0.1697841629
878	0.9498018494	0.1697144026
879	0.9498018494	0.1695299866
880	0.9498018494	0.1695111136
881	0.9498018494	0.1694844362
882	0.9498018494	0.1694122565
883	0.9498018494	0.169372637
