iter	Accuracy	Logloss
884	0.9498018494	0.1693491317
885	0.9498018494	0.1693227158
886	0.9498018494	0.1692532998
887	0.9498018494	0.1691968639
888	0.9498018494	0.1689916966
889	0.9498018494	0.1689818576
890	0.9498018494	0.1689610192
891	0.9511228534	0.1687146928
892	0.9511228534	0.168656239
893	0.9511228534	0.1686540291
894	0.9498018494	0.1683069877
895	0.9498018494	0.1680776362
896	0.9498018494	0.1679179762
897	0.9511228534	0.1677491496
898	0.9511228534	0.1677472086
899	0.9511228534	0.1677323501
900	0.9511228534	0.1675817652
901	0.9498018494	0.1674737856
902	0.9511228534	0.1673781768
903	0.9511228534	0.1673212485
904	0.9511228534	0.1672410836
905	0.9498018494	0.1670133834
906	0.9498018494	0.1669832721
907	0.9498018494	0.16675949
908	0.9498018494	0.1667166223
909	0.9498018494	0.1666205084
910	0.9511228534	0.1664730814
911	0.9511228534	0.1664586511
912	0.9511228534	0.1663391561
913	0.9511228534	0.1662528637
914	0.9511228534	0.1662499202
915	0.9511228534	0.1662439388
916	0.9511228534	0.1662404164
917	0.9511228534	0.166188518
918	0.9511228534	0.166169716
919	0.9511228534	0.1659828157
920	0.9524438573	0.1658851224
921	0.9524438573	0.16587492
922	0.9524438573	0.1658521889
923	0.9524438573	0.1658505408
924	0.9524438573	0.1658268372
925	0.9524438573	0.165820645
926	0.9524438573	0.165817848
927	0.9524438573	0.1657665137
928	0.9511228534	0.1653889308
929	0.9524438573	0.1653381531
930	0.9511228534	0.1652777129
931	0.9524438573	0.165259289
932	0.9524438573	0.165236729
933	0.9524438573	0.165233014
934	0.9511228534	0.1651587137
935	0.9524438573	0.16486343
936	0.9524438573	0.1646180447
937	0.9524438573	0.1646176321
938	0.9524438573	0.1644834823
939	0.9524438573	0.1644744452
940	0.9524438573	0.1642709205
941	0.9524438573	0.1641171403
942	0.9524438573	0.1640577754
943	0.9524438573	0.1640208851
944	0.9524438573	0.1639965795
945	0.9524438573	0.1639626269
946	0.9524438573	0.1639141181
947	0.9524438573	0.1636750756
948	0.9524438573	0.1636716381
949	0.9524438573	0.1636299503
950	0.9524438573	0.1636190115
951	0.9524438573	0.1636088195
952	0.9524438573	0.1636058693
953	0.9524438573	0.1635636082
954	0.9524438573	0.1634455524
955	0.9524438573	0.1634440267
956	0.9524438573	0.1633488055
957	0.9524438573	0.1633401963
958	0.9524438573	0.1633342939
959	0.9524438573	0.1630773751
960	0.9524438573	0.1630380035
961	0.9524438573	0.163015079
962	0.9524438573	0.1629138301
963	0.9524438573	0.1627415255
964	0.9524438573	0.1627347415
965	0.9524438573	0.1625732298
966	0.9524438573	0.1623569012
967	0.9524438573	0.1622876886
968	0.9524438573	0.1622295524
969	0.9524438573	0.1621554027
970	0.9524438573	0.1621470963
971	0.9524438573	0.1621020924
972	0.9511228534	0.1617407385
973	0.9511228534	0.1616734545
974	0.9511228534	0.1616311492
975	0.9511228534	0.1615854451
976	0.9511228534	0.1614460964
977	0.9511228534	0.1614306353
978	0.9511228534	0.1614169434
979	0.9511228534	0.1613600446
980	0.9511228534	0.1612802247
981	0.9511228534	0.1612774318
982	0.9511228534	0.1612467507
983	0.9511228534	0.1612258639
984	0.9511228534	0.1611892826
985	0.9511228534	0.1604197779
986	0.9511228534	0.1604177713
987	0.9511228534	0.1598020819
988	0.9511228534	0.1597894896
989	0.9511228534	0.159779863
990	0.9511228534	0.1597644881
991	0.9511228534	0.1597617277
992	0.9511228534	0.1594562462
993	0.9511228534	0.1594560628
994	0.9511228534	0.1594225985
995	0.9511228534	0.1593554084
996	0.9511228534	0.1592547647
997	0.9511228534	0.159128388
998	0.9511228534	0.1589483238
999	0.9511228534	0.1589388059
